| # |    #ITER | #IterMAX | Nest |      %Desc |      semilla | BestFit |GottedFit |  RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |  300 | 3000 |   35 | 0.18216385 |1578697217042 |     161 |   170.0 | 5,59 | mscp65.txt |   12 |
| 1 |  400 | 3000 |   35 |  0.1908438 |1578697217042 |     161 |   170.0 | 5,59 | mscp65.txt |   16 |
| 1 |  500 | 3000 |   35 | 0.21170019 |1578697217042 |     161 |   170.0 | 5,59 | mscp65.txt |   21 |
| 1 |  600 | 3000 |   35 | 0.20608549 |1578697217042 |     161 |   170.0 | 5,59 | mscp65.txt |   25 |
| 2 |  500 | 3000 |   35 |  0.1585971 |1578697581308 |     161 |   166.0 | 3,11 | mscp65.txt |   18 |
| 2 |  600 | 3000 |   35 | 0.15496327 |1578697581308 |     161 |   166.0 | 3,11 | mscp65.txt |   23 |
| 2 |  700 | 3000 |   35 | 0.23601456 |1578697581308 |     161 |   166.0 | 3,11 | mscp65.txt |   28 |
| 2 |  800 | 3000 |   35 | 0.21602336 |1578697581308 |     161 |   166.0 | 3,11 | mscp65.txt |   33 |
| 3 |  300 | 3000 |   35 |  0.1803681 |1578697822827 |     161 |   167.0 | 3,73 | mscp65.txt |   11 |
| 3 |  400 | 3000 |   35 |  0.1691113 |1578697822827 |     161 |   165.0 | 2,48 | mscp65.txt |   15 |
| 3 |  500 | 3000 |   35 | 0.16903313 |1578697822827 |     161 |   163.0 | 1,24 | mscp65.txt |   20 |
| 3 |  600 | 3000 |   35 | 0.16539621 |1578697822827 |     161 |   163.0 | 1,24 | mscp65.txt |   24 |
| 4 |  300 | 3000 |   35 | 0.16871922 |1578697884440 |     161 |   178.0 |10,56 | mscp65.txt |   11 |
| 4 |  400 | 3000 |   35 | 0.19838946 |1578697884440 |     161 |   178.0 |10,56 | mscp65.txt |   16 |
| 4 |  500 | 3000 |   35 | 0.19959603 |1578697884440 |     161 |   168.0 | 4,35 | mscp65.txt |   20 |
| 4 |  600 | 3000 |   35 |  0.2012999 |1578697884440 |     161 |   167.0 | 3,73 | mscp65.txt |   24 |
| 5 |  500 | 3000 |   35 |  0.2019926 |1578698119579 |     161 |   167.0 | 3,73 | mscp65.txt |   20 |
| 5 |  600 | 3000 |   35 | 0.24634147 |1578698119579 |     161 |   163.0 | 1,24 | mscp65.txt |   25 |
| 5 |  200 | 3000 |   35 | 0.24634147 |1578698119579 |     161 |   161.0 | 0,00 | mscp65.txt |   28 |
| 6 |  300 | 3000 |   35 | 0.19008118 |1578698147318 |     161 |   163.0 | 1,24 | mscp65.txt |   12 |
| 6 |  200 | 3000 |   35 | 0.19008118 |1578698147318 |     161 |   161.0 | 0,00 | mscp65.txt |   14 |
| 7 |  400 | 3000 |   35 | 0.22456141 |1578698161503 |     161 |   168.0 | 4,35 | mscp65.txt |   16 |
| 7 |  500 | 3000 |   35 | 0.20260686 |1578698161503 |     161 |   167.0 | 3,73 | mscp65.txt |   21 |
| 7 |  600 | 3000 |   35 |  0.1801562 |1578698161503 |     161 |   164.0 | 1,86 | mscp65.txt |   25 |
| 7 |  700 | 3000 |   35 | 0.17892857 |1578698161503 |     161 |   164.0 | 1,86 | mscp65.txt |   30 |
| 8 |  200 | 3000 |   35 | 0.23069346 |1578698419153 |     161 |   168.0 | 4,35 | mscp65.txt |  7,7 |
| 8 |  300 | 3000 |   35 | 0.20138273 |1578698419153 |     161 |   163.0 | 1,24 | mscp65.txt |   12 |
| 8 |  400 | 3000 |   35 | 0.19495496 |1578698419153 |     161 |   162.0 | 0,62 | mscp65.txt |   17 |
| 8 |  200 | 3000 |   35 | 0.19495496 |1578698419153 |     161 |   161.0 | 0,00 | mscp65.txt |   21 |
| 9 |  200 | 3000 |   35 | 0.18127315 |1578698440060 |     161 |   172.0 | 6,83 | mscp65.txt |  7,4 |
| 9 |  300 | 3000 |   35 | 0.17502977 |1578698440060 |     161 |   168.0 | 4,35 | mscp65.txt |   12 |
| 9 |  400 | 3000 |   35 | 0.17195101 |1578698440060 |     161 |   166.0 | 3,11 | mscp65.txt |   17 |
| 9 |  500 | 3000 |   35 | 0.17532359 |1578698440060 |     161 |   166.0 | 3,11 | mscp65.txt |   22 |
|10 |  400 | 3000 |   35 | 0.19017288 |1578698973041 |     161 |   170.0 | 5,59 | mscp65.txt |   14 |
|10 |  500 | 3000 |   35 |  0.2149034 |1578698973041 |     161 |   167.0 | 3,73 | mscp65.txt |   18 |
|10 |  600 | 3000 |   35 | 0.21208273 |1578698973041 |     161 |   167.0 | 3,73 | mscp65.txt |   22 |
|10 |  700 | 3000 |   35 |  0.2184225 |1578698973041 |     161 |   167.0 | 3,73 | mscp65.txt |   27 |
|10 |  800 | 3000 |   35 | 0.18800563 |1578698973041 |     161 |   167.0 | 3,73 | mscp65.txt |   31 |
|11 |  300 | 3000 |   35 | 0.19366953 |1578699280219 |     161 |   169.0 | 4,97 | mscp65.txt |   11 |
|11 |  400 | 3000 |   35 |  0.2191882 |1578699280219 |     161 |   167.0 | 3,73 | mscp65.txt |   15 |
|11 |  500 | 3000 |   35 |   0.206373 |1578699280219 |     161 |   164.0 | 1,86 | mscp65.txt |   20 |
|11 |  600 | 3000 |   35 |  0.1800855 |1578699280219 |     161 |   162.0 | 0,62 | mscp65.txt |   24 |
|12 |  500 | 3000 |   35 | 0.16360486 |1578699312235 |     161 |   167.0 | 3,73 | mscp65.txt |   18 |
|12 |  600 | 3000 |   35 | 0.20520283 |1578699312235 |     161 |   167.0 | 3,73 | mscp65.txt |   22 |
|12 |  700 | 3000 |   35 | 0.18003273 |1578699312235 |     161 |   164.0 | 1,86 | mscp65.txt |   26 |
|12 |  800 | 3000 |   35 | 0.19360632 |1578699312235 |     161 |   164.0 | 1,86 | mscp65.txt |   31 |
|13 |  300 | 3000 |   35 | 0.21733458 |1578699560747 |     161 |   172.0 | 6,83 | mscp65.txt |   13 |
|13 |  400 | 3000 |   35 | 0.21016459 |1578699560747 |     161 |   169.0 | 4,97 | mscp65.txt |   18 |
|13 |  500 | 3000 |   35 | 0.19268204 |1578699560747 |     161 |   166.0 | 3,11 | mscp65.txt |   23 |
|13 |  600 | 3000 |   35 | 0.19582017 |1578699560747 |     161 |   166.0 | 3,11 | mscp65.txt |   29 |
|14 |  600 | 3000 |   35 |  0.2502439 |1578699843743 |     161 |   164.0 | 1,86 | mscp65.txt |   22 |
|14 |  700 | 3000 |   35 |  0.2471199 |1578699843743 |     161 |   164.0 | 1,86 | mscp65.txt |   27 |
