| # |    #ITER | #IterMAX | Nest |      %Desc |      semilla | BestFit |GottedFit |  RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 5 | 1800 | 3000 |   55 | 0.34354967 |1578723699140 |      72 |    73.0 | 1,39 | mscpb5.txt |8,3e+02 |
| 5 | 1900 | 3000 |   55 | 0.33863762 |1578723699140 |      72 |    73.0 | 1,39 | mscpb5.txt |9,8e+02 |
| 5 | 2000 | 3000 |   55 | 0.33976898 |1578723699140 |      72 |    73.0 | 1,39 | mscpb5.txt |1,1e+03 |
| 5 | 2100 | 3000 |   55 | 0.34246194 |1578723699140 |      72 |    73.0 | 1,39 | mscpb5.txt |1,3e+03 |
|13 | 2100 | 3000 |   55 | 0.39546824 |1578727768443 |      72 |    73.0 | 1,39 | mscpb5.txt |3,2e+02 |
|13 | 2200 | 3000 |   55 |  0.3960742 |1578727768443 |      72 |    73.0 | 1,39 | mscpb5.txt |3,6e+02 |
|13 |  300 | 3000 |   55 |  0.3960742 |1578727768443 |      72 |    72.0 | 0,00 | mscpb5.txt |3,8e+02 |
|14 | 1900 | 3000 |   55 |  0.3358978 |1578728143696 |      72 |    73.0 | 1,39 | mscpb5.txt |3,0e+02 |
|14 | 2000 | 3000 |   55 |  0.3589935 |1578728143696 |      72 |    73.0 | 1,39 | mscpb5.txt |3,2e+02 |
|14 | 2100 | 3000 |   55 |  0.3517865 |1578728143696 |      72 |    73.0 | 1,39 | mscpb5.txt |3,4e+02 |
|14 | 2200 | 3000 |   55 |  0.3446577 |1578728143696 |      72 |    73.0 | 1,39 | mscpb5.txt |3,7e+02 |
|16 | 1800 | 3000 |   55 | 0.27637637 |1578729217610 |      72 |    73.0 | 1,39 | mscpb5.txt |2,6e+02 |
|16 | 1900 | 3000 |   55 | 0.27920333 |1578729217610 |      72 |    73.0 | 1,39 | mscpb5.txt |2,8e+02 |
|16 | 2000 | 3000 |   55 |   0.280435 |1578729217610 |      72 |    73.0 | 1,39 | mscpb5.txt |3,0e+02 |
|16 | 2100 | 3000 |   55 | 0.27333152 |1578729217610 |      72 |    73.0 | 1,39 | mscpb5.txt |3,2e+02 |
|25 |  300 | 3000 |   55 | 0.37134424 |1578731185216 |      72 |    72.0 | 0,00 | mscpb5.txt |4,3e+02 |
|31 | 2000 | 3000 |   55 | 0.36414102 |1578732119641 |      72 |    73.0 | 1,39 | mscpb5.txt |3,6e+02 |
|31 | 2100 | 3000 |   55 | 0.38349825 |1578732119641 |      72 |    73.0 | 1,39 | mscpb5.txt |4,0e+02 |
|31 | 2200 | 3000 |   55 | 0.37731725 |1578732119641 |      72 |    73.0 | 1,39 | mscpb5.txt |4,3e+02 |
|31 | 2300 | 3000 |   55 |  0.3645783 |1578732119641 |      72 |    73.0 | 1,39 | mscpb5.txt |4,7e+02 |
