| # |    #ITER | #IterMAX | Nest |      %Desc |      semilla | BestFit |GottedFit |  RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 5 | 1400 | 3000 |   50 | 0.36526144 |1578723699140 |      72 |    73.0 | 1,39 | mscpb5.txt |3,6e+02 |
| 5 | 1500 | 3000 |   50 |  0.3579871 |1578723699140 |      72 |    73.0 | 1,39 | mscpb5.txt |4,7e+02 |
| 5 | 1600 | 3000 |   50 | 0.35161406 |1578723699140 |      72 |    73.0 | 1,39 | mscpb5.txt |5,8e+02 |
| 5 | 1700 | 3000 |   50 | 0.35598552 |1578723699140 |      72 |    73.0 | 1,39 | mscpb5.txt |6,9e+02 |
| 6 | 1600 | 3000 |   50 | 0.39701435 |1578726917542 |      72 |    75.0 | 4,17 | mscpb5.txt |2,6e+02 |
| 6 |  300 | 3000 |   50 | 0.39701435 |1578726917542 |      72 |    72.0 | 0,00 | mscpb5.txt |2,6e+02 |
|13 | 1700 | 3000 |   50 | 0.36463886 |1578727768443 |      72 |    73.0 | 1,39 | mscpb5.txt |2,1e+02 |
|13 | 1800 | 3000 |   50 |  0.3551126 |1578727768443 |      72 |    73.0 | 1,39 | mscpb5.txt |2,3e+02 |
|13 | 1900 | 3000 |   50 |  0.3622958 |1578727768443 |      72 |    73.0 | 1,39 | mscpb5.txt |2,6e+02 |
|13 | 2000 | 3000 |   50 |  0.3699046 |1578727768443 |      72 |    73.0 | 1,39 | mscpb5.txt |2,8e+02 |
|14 | 1500 | 3000 |   50 | 0.34258223 |1578728143696 |      72 |    74.0 | 2,78 | mscpb5.txt |2,2e+02 |
|14 | 1600 | 3000 |   50 | 0.34598812 |1578728143696 |      72 |    74.0 | 2,78 | mscpb5.txt |2,4e+02 |
|14 | 1700 | 3000 |   50 | 0.36070672 |1578728143696 |      72 |    73.0 | 1,39 | mscpb5.txt |2,6e+02 |
|14 | 1800 | 3000 |   50 | 0.36147398 |1578728143696 |      72 |    73.0 | 1,39 | mscpb5.txt |2,8e+02 |
|16 | 1400 | 3000 |   50 | 0.29637426 |1578729217610 |      72 |    73.0 | 1,39 | mscpb5.txt |1,9e+02 |
|16 | 1500 | 3000 |   50 | 0.30713943 |1578729217610 |      72 |    73.0 | 1,39 | mscpb5.txt |2,0e+02 |
|16 | 1600 | 3000 |   50 | 0.31360948 |1578729217610 |      72 |    73.0 | 1,39 | mscpb5.txt |2,2e+02 |
|16 | 1700 | 3000 |   50 |  0.3097707 |1578729217610 |      72 |    73.0 | 1,39 | mscpb5.txt |2,4e+02 |
|21 | 1500 | 3000 |   50 | 0.38649684 |1578730374140 |      72 |    73.0 | 1,39 | mscpb5.txt |2,3e+02 |
|21 | 1600 | 3000 |   50 | 0.40907392 |1578730374140 |      72 |    73.0 | 1,39 | mscpb5.txt |2,5e+02 |
|21 | 1700 | 3000 |   50 | 0.40661478 |1578730374140 |      72 |    73.0 | 1,39 | mscpb5.txt |2,8e+02 |
|21 |  300 | 3000 |   50 | 0.40661478 |1578730374140 |      72 |    72.0 | 0,00 | mscpb5.txt |2,9e+02 |
|24 | 1700 | 3000 |   50 | 0.37533656 |1578730905226 |      72 |    73.0 | 1,39 | mscpb5.txt |2,8e+02 |
|24 |  300 | 3000 |   50 | 0.37533656 |1578730905226 |      72 |    72.0 | 0,00 | mscpb5.txt |2,8e+02 |
|25 | 1600 | 3000 |   50 |  0.3849305 |1578731185216 |      72 |    73.0 | 1,39 | mscpb5.txt |2,8e+02 |
|25 | 1700 | 3000 |   50 | 0.40147662 |1578731185216 |      72 |    73.0 | 1,39 | mscpb5.txt |3,2e+02 |
|25 | 1800 | 3000 |   50 | 0.37700048 |1578731185216 |      72 |    73.0 | 1,39 | mscpb5.txt |3,6e+02 |
|25 | 1900 | 3000 |   50 | 0.37134424 |1578731185216 |      72 |    73.0 | 1,39 | mscpb5.txt |4,1e+02 |
|31 | 1600 | 3000 |   50 | 0.37327477 |1578732119641 |      72 |    73.0 | 1,39 | mscpb5.txt |2,5e+02 |
|31 | 1700 | 3000 |   50 | 0.36745632 |1578732119641 |      72 |    73.0 | 1,39 | mscpb5.txt |2,7e+02 |
|31 | 1800 | 3000 |   50 | 0.37794456 |1578732119641 |      72 |    73.0 | 1,39 | mscpb5.txt |3,0e+02 |
|31 | 1900 | 3000 |   50 | 0.37871963 |1578732119641 |      72 |    73.0 | 1,39 | mscpb5.txt |3,3e+02 |
