| # |    #ITER | #IterMAX | Nest |      %Desc |      semilla | BestFit |GottedFit |  RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |    1 | 3000 |   10 |       0.25 |1579110642333 |     514 |   669.0 |30,16 |mscp410.txt | 0,11 |
| 1 |  100 | 3000 |   10 |       0.25 |1579110642333 |     514 |   578.0 |12,45 |mscp410.txt |  1,8 |
| 1 |  200 | 3000 |   10 |       0.25 |1579110642333 |     514 |   578.0 |12,45 |mscp410.txt |  2,5 |
| 1 |  300 | 3000 |   10 |       0.25 |1579110642333 |     514 |   567.0 |10,31 |mscp410.txt |  3,3 |
| 1 |    1 | 3000 |   10 |       0.25 |1579113117635 |     514 |   691.0 |34,44 |mscp410.txt | 0,13 |
| 1 |    1 | 3000 |   10 |       0.25 |1579113324819 |     514 |   705.0 |37,16 |mscp410.txt | 0,14 |
| 1 |    1 | 3000 |   10 |       0.25 |1579133274936 |     514 |   707.0 |37,55 |mscp410.txt | 0,16 |
| 1 |    1 | 3000 |   10 |       0.25 |1579133415004 |     514 |   699.0 |35,99 |mscp410.txt | 0,24 |
| 1 |  100 | 3000 |   10 |        1.0 |1579133415004 |     514 |   581.0 |13,04 |mscp410.txt |2,1e+02 |
| 1 |  200 | 3000 |   10 |        1.0 |1579133415004 |     514 |   581.0 |13,04 |mscp410.txt |2,3e+02 |
